"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"R01MH118695"," ","2022","Peng, Peng; Zhang, Yipu; Ju, Yongfeng; Wang, Kaiming; Li, Gang; Calhoun, Vince D; Wang, Yu-Ping","United States","1557-9964","1","<a href='https://pubmed.ncbi.nlm.nih.gov/32750856'>IEEE/ACM transactions on computational biology and bioinformatics</a>","IEEE/ACM Trans Comput Biol Bioinform","19","eng","479-490","7758677","32750856","2022","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7758677'>Group Sparse Joint Non-Negative Matrix Factorization on Orthogonal Subspace for Multi-Modal Imaging Genetics Data Analysis.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32750856&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7758677/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=32750856'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7758677/'>Cited By, Google</a>",1.44
"R01MH084840","Department of Psychiatry, Washington University School of Medicine, St. Louis, MO, USA.","2022","Moran, Erin K; Gold, James M; Carter, Cameron S; MacDonald 3rd, Angus W; Ragland, J Daniel; Silverstein, Steven M; Luck, Steven J; Barch, Deanna M","England","1469-8978","6","<a href='https://pubmed.ncbi.nlm.nih.gov/32799938'>Psychological medicine</a>","Psychol Med","52","eng","1115-1125","8095353","32799938","2022 Apr","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8095353'>Both unmedicated and medicated individuals with schizophrenia show impairments across a wide array of cognitive and reinforcement learning tasks.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32799938&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8095353/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=32799938'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8095353/'>Cited By, Google</a>",1.63
"R01MH121079","Department of Psychology, University of Denver, Denver, CO, USA.","2022","Doom, Jenalee R; Peckins, Melissa K; Hein, Tyler C; Dotterer, Hailey L; Mitchell, Colter; Lopez-Duran, Nestor L; Brooks-Gunn, Jeanne; McLanahan, Sara; Hyde, Luke W; Abelson, James L; Monk, Christopher S","United States","1469-2198","1","<a href='https://pubmed.ncbi.nlm.nih.gov/33070808'>Development and psychopathology</a>","Dev Psychopathol","34","eng","129-146","8053724","33070808","2022 Feb","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8053724'>Differential associations of parental harshness and parental disengagement with overall cortisol output at 15 years: Implications for adolescent mental health.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33070808&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8053724/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33070808'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8053724/'>Cited By, Google</a>",3.92
"T32MH018931","Department of Psychiatry, University of Wisconsin School of Medicine & Public Health, Madison, WI, USA.","2022","Russell, Justin D; Keding, Taylor J; He, Quanfa; Li, James J; Herringa, Ryan J","England","1469-8978","10","<a href='https://pubmed.ncbi.nlm.nih.gov/33161911'>Psychological medicine</a>","Psychol Med","52","eng","1883-1891","8106688","33161911","2022 Jul","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8106688'>Childhood exposure to interpersonal violence is associated with greater transdiagnostic integration of psychiatric symptoms.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33161911&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8106688/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33161911'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8106688/'>Cited By, Google</a>",1.45
"R01MH105561","Department of Biostatistics, University of Michigan, Ann Arbor, Michigan, USA.","2022","Guo, Cui; Kang, Jian; Johnson, Timothy D","United States","1541-0420","1","<a href='https://pubmed.ncbi.nlm.nih.gov/33368210'>Biometrics</a>","Biometrics","78","eng","72-84","8236065","33368210","2022 03","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8236065'>A spatial Bayesian latent factor model for image-on-image regression.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33368210&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8236065/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33368210'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8236065/'>Cited By, Google</a>",1.1
"P30MH043520","Brown University, Providence, RI, USA.","2022","Valente, Pablo K; Edeza, Alberto; Masvawure, Tsitsi B; Sandfort, Theo G M; Gichangi, Peter B; Restar, Arjee J; Ume Tocco, Jack; Vusha Chabeda, Sophie; Lafort, Yves; Mantell, Joanne E","United States","1552-6518","3-4","<a href='https://pubmed.ncbi.nlm.nih.gov/32552195'>Journal of interpersonal violence</a>","J Interpers Violence","37","eng","NP1784-NP1810","7612270","32552195","2022 Feb","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7612270'>Violence and Victimization in Interactions Between Male Sex Workers and Male Clients in Mombasa, Kenya.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32552195&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7612270/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=32552195'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7612270/'>Cited By, Google</a>",1.17
"R01MH116039","Department of Psychology.","2022","Gupta, Tina; Haase, Claudia M; Strauss, Gregory P; Cohen, Alex S; Ricard, Jordyn R; Mittal, Vijay A","United States","1931-1516","4","<a href='https://pubmed.ncbi.nlm.nih.gov/32584067'>Emotion (Washington, D.C.)</a>","Emotion","22","eng","714-724","7759595","32584067","2022 Jun","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7759595'>Alterations in facial expressions of emotion: Determining the promise of ultrathin slicing approaches and comparing human and automated coding methods in psychosis risk.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32584067&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7759595/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=32584067'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7759595/'>Cited By, Google</a>",3.32
"K23MH119375","SDSU/UC San Diego Joint Doctoral Program in Clinical Psychology, San Diego, CA, USA.","2022","Campbell, Laura M; Kohli, Maulika; Lee, Ellen E; Kaufmann, Christopher N; Higgins, Michael; Delgadillo, Jeremy D; Heaton, Robert K; Cherner, Mariana; Ellis, Ronald J; Moore, David J; Moore, Raeanne C","England","1744-4144","6","<a href='https://pubmed.ncbi.nlm.nih.gov/32993422'>The Clinical neuropsychologist</a>","Clin Neuropsychol","36","eng","1352-1371","8007669","32993422","2022 Aug","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8007669'>Objective and subjective sleep measures are associated with neurocognition in aging adults with and without HIV.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32993422&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8007669/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=32993422'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8007669/'>Cited By, Google</a>",4.41
"ZIAMH002857","Imaging Genetics Center, Mark and Mary Stevens Neuroimaging and Informatics Institute, Keck School of Medicine, University of Southern California, Los Angeles, California, USA.","2022","Ching, Christopher R K; Hibar, Derrek P; Gurholt, Tiril P; Nunes, Abraham; Thomopoulos, Sophia I; Abé, Christoph; Agartz, Ingrid; Brouwer, Rachel M; Cannon, Dara M; de Zwarte, Sonja M C; Eyler, Lisa T; Favre, Pauline; Hajek, Tomas; Haukvik, Unn K; Houenou, Josselin; Landén, Mikael; Lett, Tristram A; McDonald, Colm; Nabulsi, Leila; Patel, Yash; Pauling, Melissa E; Paus, Tomas; Radua, Joaquim; Soeiro-de-Souza, Marcio G; Tronchin, Giulia; van Haren, Neeltje E M; Vieta, Eduard; Walter, Henrik; Zeng, Ling-Li; Alda, Martin; Almeida, Jorge; Alnaes, Dag; Alonso-Lana, Silvia; Altimus, Cara; Bauer, Michael; Baune, Bernhard T; Bearden, Carrie E; Bellani, Marcella; Benedetti, Francesco; Berk, Michael; Bilderbeck, Amy C; Blumberg, Hilary P; Bøen, Erlend; Bollettini, Irene; Del Mar Bonnin, Caterina; Brambilla, Paolo; Canales-Rodríguez, Erick J; Caseras, Xavier; Dandash, Orwa; Dannlowski, Udo; Delvecchio, Giuseppe; Díaz-Zuluaga, Ana M; Dima, Danai; Duchesnay, Édouard; Elvsåshagen, Torbjørn; Fears, Scott C; Frangou, Sophia; Fullerton, Janice M; Glahn, David C; Goikolea, Jose M; Green, Melissa J; Grotegerd, Dominik; Gruber, Oliver; Haarman, Bartholomeus C M; Henry, Chantal; Howells, Fleur M; Ives-Deliperi, Victoria; Jansen, Andreas; Kircher, Tilo T J; Knöchel, Christian; Kramer, Bernd; Lafer, Beny; López-Jaramillo, Carlos; Machado-Vieira, Rodrigo; MacIntosh, Bradley J; Melloni, Elisa M T; Mitchell, Philip B; Nenadic, Igor; Nery, Fabiano; Nugent, Allison C; Oertel, Viola; Ophoff, Roel A; Ota, Miho; Overs, Bronwyn J; Pham, Daniel L; Phillips, Mary L; Pineda-Zapata, Julian A; Poletti, Sara; Polosan, Mircea; Pomarol-Clotet, Edith; Pouchon, Arnaud; Quidé, Yann; Rive, Maria M; Roberts, Gloria; Ruhe, Henricus G; Salvador, Raymond; Sarró, Salvador; Satterthwaite, Theodore D; Schene, Aart H; Sim, Kang; Soares, Jair C; Stäblein, Michael; Stein, Dan J; Tamnes, Christian K; Thomaidis, Georgios V; Upegui, Cristian Vargas; Veltman, Dick J; Wessa, Michèle; Westlye, Lars T; Whalley, Heather C; Wolf, Daniel H; Wu, Mon-Ju; Yatham, Lakshmi N; Zarate, Carlos A; Thompson, Paul M; Andreassen, Ole A; ENIGMA Bipolar Disorder Working Group","United States","1097-0193","1","<a href='https://pubmed.ncbi.nlm.nih.gov/32725849'>Human brain mapping</a>","Hum Brain Mapp","43","eng","56-82","8675426","32725849","2022 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8675426'>What we learn about bipolar disorder from large-scale neuroimaging: Findings and future directions from the ENIGMA Bipolar Disorder Working Group.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32725849&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8675426/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=32725849'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8675426/'>Cited By, Google</a>",12.24
"R01MH120174","Departments of Psychiatry and Bioengineering, University of Pittsburgh, VA Pittsburgh Healthcare System, Pittsburgh, PA, USA.","2022","Prasad, K M; Gertler, J; Tollefson, S; Wood, J A; Roalf, D; Gur, R C; Gur, R E; Almasy, L; Pogue-Geile, M F; Nimgaonkar, V L","England","1469-8978","5","<a href='https://pubmed.ncbi.nlm.nih.gov/32878667'>Psychological medicine</a>","Psychol Med","52","eng","989-1000","8218223","32878667","2022 Apr","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8218223'>Heritable anisotropy associated with cognitive impairments among patients with schizophrenia and their non-psychotic relatives in multiplex families.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32878667&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8218223/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=32878667'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8218223/'>Cited By, Google</a>",0.82
"R01MH118075","School of Community & Environmental Health, College of Health Sciences, Old Dominion University, Norfolk, VA, USA.","2022","Shangani, Sylvia; Genberg, Becky; Harrison, Abigail; Pellowski, Jennifer; Wachira, Juddy; Naanyu, Violet; Operario, Don","England","1744-1706","1","<a href='https://pubmed.ncbi.nlm.nih.gov/33306434'>Global public health</a>","Glob Public Health","17","eng","150-164","8192581","33306434","2022 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8192581'>Cultural adaptation and validation of a measure of prejudice against men who have sex with men among healthcare providers in western Kenya.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33306434&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8192581/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33306434'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8192581/'>Cited By, Google</a>",1.26
"T32MH017119","Department of Psychology, Yale University, New Haven, CT, USA.","2022","Joormann, Jutta; McLean, Samuel A; Beaudoin, Francesca L; An, Xinming; Stevens, Jennifer S; Zeng, Donglin; Neylan, Thomas C; Clifford, Gari; Linnstaedt, Sarah D; Germine, Laura T; Rauch, Scott L; Musey, Paul I; Hendry, Phyllis L; Sheikh, Sophia; Jones, Christopher W; Punches, Brittany E; Fermann, Gregory; Hudak, Lauren A; Mohiuddin, Kamran; Murty, Vishnu; McGrath, Meghan E; Haran, John P; Pascual, Jose; Seamon, Mark; Peak, David A; Pearson, Claire; Domeier, Robert M; Sergot, Paulina; Merchant, Roland; Sanchez, Leon D; Rathlev, Niels K; Peacock, William F; Bruce, Steven E; Barch, Deanna; Pizzagalli, Diego A; Luna, Beatriz; Harte, Steven E; Hwang, Irving; Lee, Sue; Sampson, Nancy; Koenen, Karestan C; Ressler, Kerry J; Kessler, Ronald C","England","1469-8978","10","<a href='https://pubmed.ncbi.nlm.nih.gov/33118917'>Psychological medicine</a>","Psychol Med","52","eng","1934-1947","9341273","33118917","2022 Jul","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9341273'>Socio-demographic and trauma-related predictors of depression within eight weeks of motor vehicle collision in the AURORA study.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33118917&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9341273/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33118917'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9341273/'>Cited By, Google</a>",2.91
"T32MH125815","Department of Statistics, University of Florida, Gainesville, Florida, USA.","2022","Antonelli, Joseph; Papadogeorgou, Georgia; Dominici, Francesca","England","1541-0420","1","<a href='https://pubmed.ncbi.nlm.nih.gov/33349923'>Biometrics</a>","Biometrics","78","eng","100-114","8209114","33349923","2022 Mar","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8209114'>Causal inference in high dimensions: A marriage between Bayesian modeling and good frequentist properties.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33349923&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8209114/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33349923'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8209114/'>Cited By, Google</a>",1.8
"K23MH119225","Department of Psychiatry, University of Pittsburgh.","2022","Woody, Mary L; Tsypes, Aliona; Burkhouse, Katie L; Feurer, Cope; Champagne, Katelynn; Gibb, Brandon E","England","1537-4424","1","<a href='https://pubmed.ncbi.nlm.nih.gov/31454265'>Journal of clinical child and adolescent psychology : the official journal for the Society of Clinical Child and Adolescent Psychology, American Psychological Association, Division 53</a>","J Clin Child Adolesc Psychol","51","eng","73-84","7044035","31454265","2022","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/7044035'>Development of Overgeneral Autobiographical Memory in Offspring of Depressed Mothers.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=31454265&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC7044035/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=31454265'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC7044035/'>Cited By, Google</a>",0.39
"T32MH073517","Department of Psychiatry, Department of Anatomy & Neurosciences, Amsterdam Neuroscience, Amsterdam UMC, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands.","2022","van den Heuvel, Odile A; Boedhoe, Premika S W; Bertolin, Sara; Bruin, Willem B; Francks, Clyde; Ivanov, Iliyan; Jahanshad, Neda; Kong, Xiang-Zhen; Kwon, Jun Soo; O'Neill, Joseph; Paus, Tomas; Patel, Yash; Piras, Fabrizio; Schmaal, Lianne; Soriano-Mas, Carles; Spalletta, Gianfranco; van Wingen, Guido A; Yun, Je-Yeon; Vriend, Chris; Simpson, H Blair; van Rooij, Daan; Hoexter, Marcelo Q; Hoogman, Martine; Buitelaar, Jan K; Arnold, Paul; Beucke, Jan C; Benedetti, Francesco; Bollettini, Irene; Bose, Anushree; Brennan, Brian P; De Nadai, Alessandro S; Fitzgerald, Kate; Gruner, Patricia; Grünblatt, Edna; Hirano, Yoshiyuki; Huyser, Chaim; James, Anthony; Koch, Kathrin; Kvale, Gerd; Lazaro, Luisa; Lochner, Christine; Marsh, Rachel; Mataix-Cols, David; Morgado, Pedro; Nakamae, Takashi; Nakao, Tomohiro; Narayanaswamy, Janardhanan C; Nurmi, Erika; Pittenger, Christopher; Reddy, Y C Janardhan; Sato, João R; Soreni, Noam; Stewart, S Evelyn; Taylor, Stephan F; Tolin, David; Thomopoulos, Sophia I; Veltman, Dick J; Venkatasubramanian, Ganesan; Walitza, Susanne; Wang, Zhen; Thompson, Paul M; Stein, Dan J; ENIGMA-OCD working group","United States","1097-0193","1","<a href='https://pubmed.ncbi.nlm.nih.gov/32154629'>Human brain mapping</a>","Hum Brain Mapp","43","eng","23-36","8675414","32154629","2022 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8675414'>An overview of the first 5 years of the ENIGMA obsessive-compulsive disorder working group: The power of worldwide collaboration.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=32154629&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8675414/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=32154629'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8675414/'>Cited By, Google</a>",8.51
"R25MH123256","Department of Social Medicine, Ribeirão Preto Medical School, University of São Paulo - USP, Avenida Bandeirantes 3900, Monte Alegre, Ribeirão Preto, São Paulo, CEP 14049-900, Brazil. mirianezucoloto@usp.br.","2022","Zucoloto, Miriane; Gonçalez, Thelma; McFarland, Willi; Custer, Brian; Martinez, Edson","United States","1573-6571","3","<a href='https://pubmed.ncbi.nlm.nih.gov/30924103'>Journal of religion and health</a>","J Relig Health","61","eng","2083-2101","6765452","30924103","2022 Jun","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/6765452'>Does Religiosity Predict Blood Donation in Brazil?</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=30924103&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC6765452/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=30924103'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC6765452/'>Cited By, Google</a>",0.88
