"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"R01MH118013","Institute for Human Neuroscience, Boys Town National Research Hospital, Boys Town, NE, USA.","2023","Springer, Seth D; Spooner, Rachel K; Schantell, Mikki; Arif, Yasra; Frenzel, Michaela R; Eastman, Jacob A; Wilson, Tony W","England","1469-8978","4","<a href='https://pubmed.ncbi.nlm.nih.gov/34889178'>Psychological medicine</a>","Psychol Med","53","eng","1205-1214","9250753","34889178","2023 Mar","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9250753'>Regular recreational Cannabis users exhibit altered neural oscillatory dynamics during attention reorientation.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34889178&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9250753/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34889178'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9250753/'>Cited By, Google</a>",2.48
"R01MH069942","Department of Psychology, Temple University, Philadelphia, PA, USA.","2023","Dale, Kristina; Case, Julia A C; Dyson, Margaret W; Klein, Daniel N; Olino, Thomas M","United States","1469-2198","3","<a href='https://pubmed.ncbi.nlm.nih.gov/34895365'>Development and psychopathology</a>","Dev Psychopathol","35","eng","1288-1295","9189238","34895365","2023 Aug","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9189238'>Childhood temperament as a predictor of adolescent nonsuicidal self-injury.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34895365&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9189238/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34895365'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9189238/'>Cited By, Google</a>"," ",
"ZIAMH002782","School of Psychological Sciences, Tel-Aviv University, Tel Aviv-Yafo, Israel.","2023","Alon, Yaron; Azriel, Omer; Pine, Daniel S; Bar-Haim, Yair","England","1469-8978","8","<a href='https://pubmed.ncbi.nlm.nih.gov/35132952'>Psychological medicine</a>","Psychol Med","53","eng","3601-3610","10248784","35132952","2023 Jun","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10248784'>A randomized controlled trial of supervised remotely-delivered attention bias modification for posttraumatic stress disorder.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35132952&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10248784/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35132952'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10248784/'>Cited By, Google</a>",2.24
"P30MH058107","Department of Public Health, Robbins College of Health and Human Sciences, Baylor University, Waco, TX, USA.","2023","Okafor, Chukwuemeka N; Brennan-Ing, Mark; Ware, Deanna; Haberlen, Sabina; Egan, James E; Brown, Andre L; Meanley, Steven; Stosor, Valentina; Shoptaw, Steven; Friedman, M Reuel; Plankey, Michael","England","1364-6915","2","<a href='https://pubmed.ncbi.nlm.nih.gov/35138200'>Aging & mental health</a>","Aging Ment Health","27","eng","434-444","9360198","35138200","2023 Feb","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9360198'>Grit is associated with psychological health among older sexual minority men.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35138200&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9360198/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35138200'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9360198/'>Cited By, Google</a>"," ",
"R01MH121478","Department of Health Care Policy, Harvard Medical School, Boston, MA, USA.","2023","Ziobrowski, Hannah N; Cui, Ruifeng; Ross, Eric L; Liu, Howard; Puac-Polanco, Victor; Turner, Brett; Leung, Lucinda B; Bossarte, Robert M; Bryant, Corey; Pigeon, Wilfred R; Oslin, David W; Post, Edward P; Zaslavsky, Alan M; Zubizarreta, Jose R; Nierenberg, Andrew A; Luedtke, Alex; Kennedy, Chris J; Kessler, Ronald C","England","1469-8978","8","<a href='https://pubmed.ncbi.nlm.nih.gov/35144713'>Psychological medicine</a>","Psychol Med","53","eng","3591-3600","9365879","35144713","2023 Jun","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9365879'>Development of a model to predict psychotherapy response for depression among Veterans.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35144713&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9365879/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35144713'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9365879/'>Cited By, Google</a>"," ",
"R01MH123451","Department of Psychiatry, Washington University School of Medicine, Saint Louis, MO, USA.","2023","Johnson, Emma C; Kapoor, Manav; Hatoum, Alexander S; Zhou, Hang; Polimanti, Renato; Wendt, Frank R; Walters, Raymond K; Lai, Dongbing; Kember, Rachel L; Hartz, Sarah; Meyers, Jacquelyn L; Peterson, Roseann E; Ripke, Stephan; Bigdeli, Tim B; Fanous, Ayman H; Pato, Carlos N; Pato, Michele T; Goate, Alison M; Kranzler, Henry R; O'Donovan, Michael C; Walters, James T R; Gelernter, Joel; Edenberg, Howard J; Agrawal, Arpana","England","1469-8978","4","<a href='https://pubmed.ncbi.nlm.nih.gov/34231451'>Psychological medicine</a>","Psychol Med","53","eng","1196-1204","8738774","34231451","2023 Mar","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8738774'>Investigation of convergent and divergent genetic influences underlying schizophrenia and alcohol use disorder.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34231451&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8738774/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34231451'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8738774/'>Cited By, Google</a>"," ",
"R01MH070560","Department of Psychiatry and Behavioral Sciences, Vanderbilt University Medical Center, Nashville, TN, USA.","2023","McHugo, Maureen; Avery, Suzanne; Armstrong, Kristan; Rogers, Baxter P; Vandekar, Simon N; Woodward, Neil D; Blackford, Jennifer Urbano; Heckers, Stephan","England","1469-8978","1","<a href='https://pubmed.ncbi.nlm.nih.gov/33875028'>Psychological medicine</a>","Psychol Med","53","eng","160-169","8919704","33875028","2023 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8919704'>Anterior hippocampal dysfunction in early psychosis: a 2-year follow-up study.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33875028&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8919704/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33875028'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8919704/'>Cited By, Google</a>"," ",
"R01MH125902","Department of Psychiatry, University of Groningen, University Medical Center Groningen, Groningen, The Netherlands.","2023","van Loo, Hanna M; Beijers, Lian; Wieling, Martijn; de Jong, Trynke R; Schoevers, Robert A; Kendler, Kenneth S","England","1469-8978","1","<a href='https://pubmed.ncbi.nlm.nih.gov/33849670'>Psychological medicine</a>","Psychol Med","53","eng","78-87","9874996","33849670","2023 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9874996'>Prevalence of internalizing disorders, symptoms, and traits across age using advanced nonlinear models.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=33849670&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9874996/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=33849670'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9874996/'>Cited By, Google</a>",5.71
"R01MH115128","Department of Biomedical Data Science, Center for Technology and Behavioral Health, Geisel School of Medicine, Dartmouth College.","2023","Jacobson, Nicholas C; Evey, Kelsey J; Wright, Aidan G C; Newman, Michelle G","United States","1931-1516","4","<a href='https://pubmed.ncbi.nlm.nih.gov/34591509'>Emotion (Washington, D.C.)</a>","Emotion","23","eng","1202-1211","8964824","34591509","2023 Jun","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8964824'>Integration of discrete and global structures of affect across three large samples: Specific emotions within-persons and global affect between-persons.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34591509&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8964824/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34591509'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8964824/'>Cited By, Google</a>",2.99
"T32MH020031","Yale University, New Haven, CT, USA.","2023","Maiolatesi, Anthony J; Satyanarayana, Satyanand; Bränström, Richard; Pachankis, John E","United States","1552-3489","1","<a href='https://pubmed.ncbi.nlm.nih.gov/34496672'>Assessment</a>","Assessment","30","eng","84-101","10431943","34496672","2023 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10431943'>Development and Validation of Two Abbreviated Intraminority Gay Community Stress Scales.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34496672&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10431943/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34496672'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10431943/'>Cited By, Google</a>"," ",
"R25MH087217","Yale School of Public Health, Yale University, New Haven, Connecticut.","2023","Opara, Ijeoma; Hill, Ashley V; Calhoun, Amanda; Francois, Marline; Alves, Courtnae; Garcia-Reid, Pauline; Reid, Robert J","England","1533-2659","3","<a href='https://pubmed.ncbi.nlm.nih.gov/34533434'>Journal of ethnicity in substance abuse</a>","J Ethn Subst Abuse","22","eng","606-625","8926931","34533434","2023","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8926931'>Sociopolitical control as a mediator between ethnic identity and social support on 30-day drug use among black girls.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34533434&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8926931/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34533434'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8926931/'>Cited By, Google</a>"," ",
"P30MH123248","Vaccine and Infectious Disease Division, Fred Hutchinson Cancer Research Center, Seattle, Washington, USA.","2023","Gao, Fei; Chan, K C G","United States","1541-0420","1","<a href='https://pubmed.ncbi.nlm.nih.gov/34693991'>Biometrics</a>","Biometrics","79","eng","140-150"," ","34693991","2023 Mar","Noniterative adjustment to regression estimators with population-based auxiliary information for semiparametric models.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34693991&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Noniterative adjustment to regression estimators with population-based auxiliary information for semiparametric models.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34693991'>Cited By, PMID</a>"," "," ",
"R01MH074457","Institute of Neuroscience and Medicine (INM-7: Brain and Behaviour), Forschungszentrum Jülich, Jülich, Germany. l.paas.oliveros@fz-juelich.de.","2023","Paas Oliveros, Lya K; Pieczykolan, Aleks; Pläschke, Rachel N; Eickhoff, Simon B; Langner, Robert","Germany","1430-2772","1","<a href='https://pubmed.ncbi.nlm.nih.gov/35122495'>Psychological research</a>","Psychol Res","87","eng","260-280","9352817","35122495","2023 Feb","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9352817'>Response-code conflict in dual-task interference and its modulation by age.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35122495&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9352817/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35122495'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9352817/'>Cited By, Google</a>"," ",
"R25MH108389","School of Nurisng, University of Alabama at Birmingham, Birmingham, AL, USA.","2023","Vance, David; Fazeli, Pariya; Azuero, Andres; Frank, Jennifer S; Wadley, Virginia G; Raper, James L; Pope, Caitlin N; Ball, Karlene","United States","2327-9109","1","<a href='https://pubmed.ncbi.nlm.nih.gov/34000940'>Applied neuropsychology. Adult</a>","Appl Neuropsychol Adult","30","eng","8-19","9881593","34000940","2023","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9881593'>Can individualized-targeted computerized cognitive training improve everyday functioning in adults with HIV-associated neurocognitive disorder?</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34000940&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9881593/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34000940'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9881593/'>Cited By, Google</a>",3.79
"P30MH062512","School of Nurisng, University of Alabama at Birmingham, Birmingham, AL, USA.","2023","Vance, David; Fazeli, Pariya; Azuero, Andres; Frank, Jennifer S; Wadley, Virginia G; Raper, James L; Pope, Caitlin N; Ball, Karlene","United States","2327-9109","1","<a href='https://pubmed.ncbi.nlm.nih.gov/34000940'>Applied neuropsychology. Adult</a>","Appl Neuropsychol Adult","30","eng","8-19","9881593","34000940","2023","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9881593'>Can individualized-targeted computerized cognitive training improve everyday functioning in adults with HIV-associated neurocognitive disorder?</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34000940&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9881593/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34000940'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9881593/'>Cited By, Google</a>",3.79
"K23MH126193","Department of Psychology, American University, 4400 Massachusetts Avenue NW, Washington, DC 20016-8062.","2023","Flannery, Meghan K; Falkenstein, Martha J; Boyd, Megan; Haaga, David A F","England","2211-3649"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37485310'>Journal of obsessive-compulsive and related disorders</a>","J Obsessive Compuls Relat Disord","38","eng"," ","10358351","37485310","2023 Jul","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10358351'>Untroubled Pullers: An Examination of Nonclinical Hair-Pulling.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37485310&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10358351/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37485310'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10358351/'>Cited By, Google</a>"," ",
"R33MH111782","Department of Psychiatry and Behavioral Sciences, Stanford University.","2023","Stice, Eric; Yokum, Sonja","United States","2769-755X","6","<a href='https://pubmed.ncbi.nlm.nih.gov/37486363'>Journal of psychopathology and clinical science</a>","J Psychopathol Clin Sci","132","eng","716-724","10372719","37486363","2023 Aug","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10372719'>Elevated reward, emotion, and memory region response to thin models predicts eating disorder symptom persistence: A prospective functional magnetic resonance imaging study.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37486363&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10372719/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37486363'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10372719/'>Cited By, Google</a>"," ",
"R01MH117012","McLean Hospital, Schizophrenia and Bipolar Disorder Program, United States of America; Department of Psychiatry, Harvard Medical School, United States of America. Electronic address: klewandowski@mclean.harvard.edu.","2023","Lewandowski, Kathryn E; Ongur, Dost; Cohen, Bruce M","Netherlands","1573-2509"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37487328'>Schizophrenia research</a>","Schizophr Res","258","eng","58-60"," ","37487328","2023 Aug","Recall of treatment information by patients in a first episode psychosis outpatient clinic.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37487328&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Recall of treatment information by patients in a first episode psychosis outpatient clinic.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37487328'>Cited By, PMID</a>"," "," ",
"R01MH115949","Berenson-Allen Center for Noninvasive Brain Stimulation, Department of Neurology, Beth Israel Deaconess Medical Center, Boston, MA, United States of America.","2023","Magnuson, Justine; Ozdemir, Mehmet A; Mathieson, Elon; Kirkman, Sofia; Passera, Brice; Rampersad, Sumientra; Dufour, Alyssa B; Brooks, Dana; Pascual-Leone, Alvaro; Fried, Peter J; Shafi, Mouhsin M; Ozdemir, Recep A","United States","1932-6203","6","<a href='https://pubmed.ncbi.nlm.nih.gov/37352290'>PloS one</a>","PLoS One","18","eng","e0286465","10289434","37352290","2023","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10289434'>Neuromodulatory effects and reproducibility of the most widely used repetitive transcranial magnetic stimulation protocols.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37352290&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10289434/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37352290'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10289434/'>Cited By, Google</a>",2.49
"R01MH084894","Department of Pharmacology, University of the Basque Country, UPV/EHU, 48940 Leioa, Bizkaia, Spain; Centro de Investigación Biomédica en Red de Salud Mental, CIBERSAM, Spain; Biocruces Bizkaia Health Research Institute, 48903 Barakaldo, Bizkaia, Spain. Electronic address: javier.meana@ehu.eus.","2023","Meana, J Javier; González-Maeso, Javier","Netherlands","1873-7862"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37352762'>European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology</a>","Eur Neuropsychopharmacol","74","eng","89-91"," ","37352762","2023 Sep","Serotonin 5-HT2A receptors in schizophrenia: Reflexions on an unfinished story.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37352762&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Serotonin 5-HT2A receptors in schizophrenia: Reflexions on an unfinished story.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37352762'>Cited By, PMID</a>"," "," ",
