"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"K23MH131759"," ","2024","Gorraiz, G; Porta, G; McMakin, D L; Kennard, B D; Douaihy, A B; Biernesser, C; Foxwell, A A; Wolfe, K; Goldstein, T; Brent, D A","England","1543-6136","2","<a href='https://pubmed.ncbi.nlm.nih.gov/37013700'>Archives of suicide research : official journal of the International Academy for Suicide Research</a>","Arch Suicide Res","28","eng","471-481","10548347","37013700","2024","Factors Associated With Reasons for Living Among Suicidal Adolescents.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37013700&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10548347/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37013700'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10548347/'>Cited By, Google</a>"," ",
"R01MH114937","Department of Applied Psychology, New York University, New York, New York, USA.","2024","Rose, Raquel E; Singh, Sukhmani; Berezin, McKenzie N; Javdani, Shabnam","England","1573-2770","1-2","<a href='https://pubmed.ncbi.nlm.nih.gov/37016921'>American journal of community psychology</a>","Am J Community Psychol","73","eng","144-158","10551042","37016921","2024 Mar","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10551042'>'Roses have thorns for a reason': The promises and perils of critical youth participatory research with system-impacted girls of Color.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37016921&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10551042/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37016921'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10551042/'>Cited By, Google</a>"," ",
"R15MH129815","Department of Psychology, John Carroll University, Cleveland, OH, USA. tfrazier@jcu.edu.","2024","Frazier, Thomas W; Whitehouse, Andrew J O; Leekam, Susan R; Carrington, Sarah J; Alvares, Gail A; Evans, David W; Hardan, Antonio Y; Uljarević, Mirko","United States","1573-3432","6","<a href='https://pubmed.ncbi.nlm.nih.gov/37017861'>Journal of autism and developmental disorders</a>","J Autism Dev Disord","54","eng","2158-2169"," ","37017861","2024 Jun","Reliability of the Commonly Used and Newly-Developed Autism Measures.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37017861&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Reliability of the Commonly Used and Newly-Developed Autism Measures.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37017861'>Cited By, PMID</a>"," "," ",
"P50MH109429","Carnegie Mellon University.","2024","Wang, Maxwell; G'Sell, Max; Castellano, James F; Richardson, R Mark; Ghuman, Avniel","United States","2693-5015"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/37034705'>Research square</a>","Res Sq"," ","eng"," ","10081438","37034705","2024 Jan 15","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10081438'>A week in the life of the human brain: stable states punctuated by chaotic transitions.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37034705&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10081438/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37034705'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10081438/'>Cited By, Google</a>"," ",
"R01MH119119","University of Kentucky, Lexington, USA.","2024","Eng, Ashley G; Bansal, Pevitr S; Goh, Patrick K; Nirjar, Urveesha; Petersen, Madeline K; Martel, Michelle M","United States","1552-3489","1","<a href='https://pubmed.ncbi.nlm.nih.gov/36633097'>Assessment</a>","Assessment","31","eng","42-52"," ","36633097","2024 Jan","Evidence-Based Assessment for Attention-Deficit/Hyperactivity Disorder.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36633097&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Evidence-Based Assessment for Attention-Deficit/Hyperactivity Disorder.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36633097'>Cited By, PMID</a>"," "," ",
"R01MH050479","Department of Psychology and Neuroscience, University of Colorado Boulder, 2860 Wilderness Pl, Boulder, 80301, CO, US.","2024","McGovern, Dillon J; Ly, Annie; Ecton, Koy L; Huynh, David T; Prévost, Emily D; Gonzalez, Shamira C; McNulty, Connor J; Rau, Andrew R; Hentges, Shane T; Daigle, Tanya L; Tasic, Bosiljka; Baratta, Michael V; Root, David H","England","1476-5578","6","<a href='https://pubmed.ncbi.nlm.nih.gov/36437312'>Molecular psychiatry</a>","Mol Psychiatry","29","eng","1671-1682","10375863","36437312","2024 Jun","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10375863'>Ventral tegmental area glutamate neurons mediate nonassociative consequences of stress.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36437312&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10375863/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36437312'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10375863/'>Cited By, Google</a>"," ",
"R01MH126911","Department of Psychology & Neuroscience, Temple University, Philadelphia, PA, USA.","2024","Wyngaarden, James B; Johnston, Camille R; Sazhin, Daniel; Dennison, Jeff B; Zaff, Ori; Fareri, Dominic; McCloskey, Michael; Alloy, Lauren B; Smith, David V; Jarcho, Johanna M","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36711485'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","9882176","36711485","2024 Mar 16","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9882176'>Corticostriatal Responses to Social Reward are Linked to Trait Reward Sensitivity and Subclinical Substance Use in Young Adults.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36711485&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9882176/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36711485'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9882176/'>Cited By, Google</a>"," ",
"R00MH126163","Department of Psychology, Harvard University, Cambridge, MA, USA.","2024","Rodman, Alexandra M; Rosen, Maya L; Kasparek, Steven W; Mayes, Makeda; Lengua, Liliana; Meltzoff, Andrew N; McLaughlin, Katie A","United States","1469-2198","1","<a href='https://pubmed.ncbi.nlm.nih.gov/36503551'>Development and psychopathology</a>","Dev Psychopathol","36","eng","366-378","10258229","36503551","2024 Feb","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10258229'>Social experiences and youth psychopathology during the COVID-19 pandemic: A longitudinal study.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36503551&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10258229/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36503551'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10258229/'>Cited By, Google</a>"," ",
"P30MH058107","RAND Corporation, Santa Monica, CA, USA.","2024","Bogart, Laura M; Musoke, William; Mayatsa, Jimmy; Marsh, Terry; Naigino, Rose; Banegura, Anchilla; Mukama, Christopher Semei; Allupo, Stella; Odiit, Mary; Kadama, Herbert; Mukasa, Barbara; Wanyenze, Rhoda K","United States","2752-5368","2","<a href='https://pubmed.ncbi.nlm.nih.gov/36194425'>Community health equity research & policy</a>","Community Health Equity Res Policy","44","eng","189-199","10070557","36194425","2024 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10070557'>Recommendations for Improving Oral Pre-exposure Prophylaxis Implementation and Social Marketing in Ugandan Fisherfolk Communities: A Qualitative Exploration.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36194425&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10070557/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36194425'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10070557/'>Cited By, Google</a>"," ",
"T32MH122357","Department of Health Policy and Management, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD, USA. bmcginty@jhu.edu.","2024","McGinty, Emma E; Seewald, Nicholas J; Bandara, Sachini; Cerdá, Magdalena; Daumit, Gail L; Eisenberg, Matthew D; Griffin, Beth Ann; Igusa, Tak; Jackson, John W; Kennedy-Hendricks, Alene; Marsteller, Jill; Miech, Edward J; Purtle, Jonathan; Schmid, Ian; Schuler, Megan S; Yuan, Christina T; Stuart, Elizabeth A","United States","1573-6695","Suppl 1","<a href='https://pubmed.ncbi.nlm.nih.gov/36048400'>Prevention science : the official journal of the Society for Prevention Research</a>","Prev Sci","25","eng","96-108","11042861","36048400","2024 Apr","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11042861'>Scaling Interventions to Manage Chronic Disease: Innovative Methods at the Intersection of Health Policy Research and Implementation Science.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36048400&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11042861/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36048400'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11042861/'>Cited By, Google</a>"," ",
"K23MH123729","Department of Psychiatry, University of Pittsburgh School of Medicine, Pittsburgh, PA, USA.","2024","McGuier, Elizabeth A; Rothenberger, Scott D; Campbell, Kristine A; Keeshin, Brooks; Weingart, Laurie R; Kolko, David J","United States","1552-6119","1","<a href='https://pubmed.ncbi.nlm.nih.gov/35943489'>Child maltreatment</a>","Child Maltreat","29","eng","106-116","9908768","35943489","2024 Feb","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9908768'>Team Functioning and Performance in Child Advocacy Center Multidisciplinary Teams.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35943489&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9908768/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35943489'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9908768/'>Cited By, Google</a>"," ",
"K01MH129165","School of Public Health, San Diego State University.","2024","Storholm, Erik D; Ogunbajo, Adedotun; Nacht, Carrie L; Opalo, Chloe; Horvath, Keith J; Lyman, Phoebe; Flynn, Risa; Reback, Cathy J; Blumenthal, Jill; Moore, David J; Bolan, Robert; Morris, Sheldon","United States","0896-4289","1","<a href='https://pubmed.ncbi.nlm.nih.gov/35993278'>Behavioral medicine (Washington, D.C.)</a>","Behav Med","50","eng","63-74","9943802","35993278","2024","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9943802'>Facilitators of PrEP Persistence among Black and Latinx Transgender Women in a PrEP Demonstration Project in Southern California.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35993278&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9943802/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35993278'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9943802/'>Cited By, Google</a>"," ",
"T32MH019934"," ","2024","Parrish, Emma M; Chalker, Samantha; Cano, Mayra; Harvey, Philip D; Taylor, Charles T; Pinkham, Amy; Moore, Raeanne C; Ackerman, Robert A; Depp, Colin A","England","1543-6136","1","<a href='https://pubmed.ncbi.nlm.nih.gov/36377277'>Archives of suicide research : official journal of the International Academy for Suicide Research</a>","Arch Suicide Res","28","eng","123-140","10183051","36377277","2024","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10183051'>Ecological Momentary Assessment of Social Approach and Avoidance Motivations in Serious Mental Illness: Connections to Suicidal Ideation and Symptoms.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36377277&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10183051/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36377277'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10183051/'>Cited By, Google</a>"," ",
"T32MH018269","Yale Child Study Center, Yale University, 230 S. Frontage Rd, 06520, New Haven, CT, USA. Francesca.penner@yale.edu.","2024","Penner, Francesca; Cano, Kiana; McGill, Charles; Vanwoerden, Salome; Sharp, Carla","United States","1573-3327","3","<a href='https://pubmed.ncbi.nlm.nih.gov/36166183'>Child psychiatry and human development</a>","Child Psychiatry Hum Dev","55","eng","705-718","10536783","36166183","2024 Jun","Psychometric Properties of the Parent and Youth Versions of the Inadequate Boundaries Questionnaire in Community and Clinical Samples of Adolescents.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36166183&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10536783/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36166183'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10536783/'>Cited By, Google</a>"," ",
"T32MH018268","Yale Child Study Center, Yale University, 230 S. Frontage Rd, 06520, New Haven, CT, USA. Francesca.penner@yale.edu.","2024","Penner, Francesca; Cano, Kiana; McGill, Charles; Vanwoerden, Salome; Sharp, Carla","United States","1573-3327","3","<a href='https://pubmed.ncbi.nlm.nih.gov/36166183'>Child psychiatry and human development</a>","Child Psychiatry Hum Dev","55","eng","705-718","10536783","36166183","2024 Jun","Psychometric Properties of the Parent and Youth Versions of the Inadequate Boundaries Questionnaire in Community and Clinical Samples of Adolescents.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36166183&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10536783/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36166183'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10536783/'>Cited By, Google</a>"," ",
"K01MH129622","Department of Psychological and Brain Sciences, Drexel University, 3201 Chestnut Street, Stratton 119, Philadelphia, PA, 19104, USA. nrl39@drexel.edu.","2024","Lee, Nancy Raitano; McQuaid, Goldie A; Grosman, Hannah E; Jayaram, Sanjana; Wallace, Gregory L","United States","1573-3432","2","<a href='https://pubmed.ncbi.nlm.nih.gov/36394783'>Journal of autism and developmental disorders</a>","J Autism Dev Disord","54","eng","477-490","9670084","36394783","2024 Feb","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9670084'>Vocational Outcomes in ASD: An Examination of Work Readiness Skills as well as Barriers and Facilitators to Employment Identified by Autistic Adults.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36394783&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9670084/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36394783'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9670084/'>Cited By, Google</a>"," ",
"T32MH073517","Yale School of Medicine, New Haven, Connecticut, USA.","2024","Zelin, Nicole S; Scott, Carter; Avila-Quintero, Victor J; Curlin, Kaveri; Flores, Jose M; Bloch, Michael H","United States","1540-3602","3","<a href='https://pubmed.ncbi.nlm.nih.gov/36269161'>Journal of homosexuality</a>","J Homosex","71","eng","574-599"," ","36269161","2024 Feb 23","Sexual Orientation and Racial Bias in Relation to Medical Specialty.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36269161&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Sexual Orientation and Racial Bias in Relation to Medical Specialty.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36269161'>Cited By, PMID</a>"," "," ",
"R01MH120299","Department of Psychiatry and Behavioral Sciences, Emory University School of Medicine, Atlanta, Georgia; Molecular and Systems Pharmacology PhD Program, Emory University, Atlanta, Georgia.","2024","Fulton, Travis; Lathan, Emma C; Karkare, Maya C; Guelfo, Alfonsina; Eghbalzad, Leyla; Ahluwalia, Vishwadeep; Ely, Timothy D; Turner, Jessica A; Turner, Matthew D; Currier, Joseph M; Mekawi, Yara; Fani, Negar","United States","2451-9030","1","<a href='https://pubmed.ncbi.nlm.nih.gov/37487958'>Biological psychiatry. Cognitive neuroscience and neuroimaging</a>","Biol Psychiatry Cogn Neurosci Neuroimaging","9","eng","112-120","10803642","37487958","2024 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10803642'>Civilian Moral Injury and Amygdala Functional Connectivity During Attention to Threat.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37487958&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10803642/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37487958'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10803642/'>Cited By, Google</a>"," ",
"ZIAMH002955","Noninvasive Neuromodulation Unit, Experimental Therapeutics and Pathophysiology Branch, National Institute of Mental Health, Bethesda, MD, USA.","2024","Deng, Zhi-De; Robins, Pei L; Regenold, William; Rohde, Paul; Dannhauer, Moritz; Lisanby, Sarah H","England","1740-634X","1","<a href='https://pubmed.ncbi.nlm.nih.gov/37488281'>Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology</a>","Neuropsychopharmacology","49","eng","150-162","10700353","37488281","2024 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10700353'>How electroconvulsive therapy works in the treatment of depression: is it the seizure, the electricity, or both?</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=37488281&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10700353/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=37488281'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10700353/'>Cited By, Google</a>"," ",
